Pos,ID,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,709,Adaramola,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00
M,710,Chesters,4.5,4.5,West Ham,0,0.03,0,0.03,1,0.04,2,0.17,0,0.00,4,0.19
D,711,Swanson,4.0,4.0,Arsenal,6,0.38,4,0.12,2,0.07,2,0.12,2,0.07,2,0.06
D,712,Offiah,4.0,4.0,Brighton,0,0.01,0,0.01,0,0.01,1,0.02,2,0.06,1,0.03
M,713,O'Reilly,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.02,0,0.03,0,0.02,0,0.03
M,714,Devine,4.5,4.5,Spurs,1,0.05,1,0.07,1,0.09,1,0.17,1,0.09,1,0.08
F,715,Kamara,4.5,4.5,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,716,Springett,4.5,4.5,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,717,Bowden,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,718,Price,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,719,Ogungbo,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01
M,720,Flores,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,721,Azeez,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,722,Jeanvier,4.0,4.0,Brentford,0,0.01,0,0.01,1,0.04,1,0.03,2,0.08,1,0.07
M,10017,Charly Musonda Jr.,99.9,99.9,Chelsea,0,0.00,0,0.02,0,0.02,0,0.01,0,0.02,0,0.01
M,10037,Tudor Baluta,99.9,99.9,Brighton,0,0.03,0,0.00,0,0.01,0,0.01,0,0.01,1,0.04
G,10061,Loris Karius,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.02,0,0.02,1,0.03,1,0.06
G,10072,Lee Grant,99.9,99.9,Man Utd,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01
G,10091,Matija Sarkic,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10096,David Martin,99.9,99.9,West Ham,0,0.00,0,0.01,0,0.00,1,0.08,0,0.00,1,0.04
